area_type,availability,location,size,total_sqft,bath,balcony,City,Price,BHK,ready_to_move,price_per_sqft
Super built-up  Area,17-03-2024 00:00,Varthur,2 BHK,1385,2,3,Bangalore,8000000,2,0,5776.173285
Plot  Area,Ready To Move,Varthur,1 Bedroom,1000,1,1,Bangalore,7000000,1,1,7000
Built-up  Area,18-02-2024 00:00,Whitefield,3 BHK,1897,3,2,Bangalore,13000000,3,0,6852.925672
Super built-up  Area,18-08-2024 00:00,Magadi Road,2 BHK,1005,2,1,Bangalore,5578000,2,0,5550.248756
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1575,3,2,Bangalore,12500000,3,1,7936.507937
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,975,2,1,Bangalore,6500000,2,1,6666.666667
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1904,3,2,Bangalore,12000000,3,1,6302.521008
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,930,1,1,Bangalore,3000000,1,1,3225.806452
Super built-up  Area,21-12-2024 00:00,Kanakpura Road,1 BHK,525,1,1,Bangalore,2600000,1,0,4952.380952
Super built-up  Area,Ready To Move,BAGUR,1 BHK,686,1,1,Bangalore,1700000,1,1,2478.134111
Plot  Area,Ready To Move,Electronic City Phase II,2 Bedroom,2400,3,1,Bangalore,15000000,2,1,6250
Plot  Area,Ready To Move,8th block Koramangala,2 Bedroom,1410,1,0,Bangalore,23300000,2,1,16524.8227
Built-up  Area,18-04-2024 00:00,Sarjapur  Road,3 Bedroom,2238,3,1,Bangalore,14000000,3,0,6255.585344
Super built-up  Area,Ready To Move,Harlur,2 BHK,1174,2,1,Bangalore,6900000,2,1,5877.342419
Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,3800,4,3,Bangalore,23900000,4,1,6289.473684
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2225,2,1,Bangalore,12500000,3,1,5617.977528
Super built-up  Area,Ready To Move,M.G Road,2 BHK,1250,2,0,Bangalore,20000000,2,1,16000
Super built-up  Area,Ready To Move,Jigani,2 BHK,918,2,2,Bangalore,5200000,2,1,5664.488017
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1250,2,3,Bangalore,5200000,2,1,4160
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1800,3,2,Bangalore,11000000,3,1,6111.111111
Built-up  Area,Ready To Move,Marathahalli,2 BHK,1170,2,3,Bangalore,5300000,2,1,4529.91453
Super built-up  Area,Ready To Move,Byatarayanapura,1 BHK,1300,1,0,Bangalore,20000000,1,1,15384.61538
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,793,2,1,Bangalore,4500000,2,1,5674.653216
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1710,3,2,Bangalore,10700000,3,1,6257.309942
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082,2,1,Bangalore,5750000,3,1,5314.232902
Super built-up  Area,18-03-2024 00:00,Naganathapura,2 BHK,1001,2,2,Bangalore,3303000,2,0,3299.7003
Built-up  Area,Ready To Move,Srinivasa Nagar,4 Bedroom,1500,4,2,Bangalore,18000000,4,1,12000
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1590,2,1,Bangalore,5400000,3,1,3396.226415
Super built-up  Area,Ready To Move,Basavanagara,3 BHK,2400,2,0,Bangalore,8000000,3,1,3333.333333
Super built-up  Area,Ready To Move,Horamavu Banaswadi,3 BHK,1554,3,2,Bangalore,5500000,3,1,3539.253539
Super built-up  Area,18-12-2024 00:00,Thanisandra,2 BHK,1142.5,2,0,Bangalore,4341500,2,0,3800
Super built-up  Area,Ready To Move,Bellandur,5 BHK,4239,5,2,Bangalore,42300000,5,1,9978.768577
Built-up  Area,Ready To Move,Konanakunte,2 Bedroom,884,1,0,Bangalore,5800000,2,1,6561.085973
Super built-up  Area,19-03-2024 00:00,Hosa Road,2 BHK,1045,2,1,Bangalore,9889000,2,0,9463.157895
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1019,2,2,Bangalore,4986000,2,1,4893.032385
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1935,4,2,Bangalore,13000000,3,1,6718.346253
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1135,2,2,Bangalore,3973000,3,1,3500.440529
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1680,3,2,Bangalore,15000000,3,1,8928.571429
Super built-up  Area,19-06-2024 00:00,Hebbal,4 BHK,2470,5,2,Bangalore,24700000,4,0,10000
Super built-up  Area,Ready To Move,1st Phase JP Nagar,4 BHK,2825,4,3,Bangalore,25000000,4,1,8849.557522
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,2480,3,1,Bangalore,33000000,3,1,13306.45161
Plot  Area,Ready To Move,5th Phase JP Nagar,9 Bedroom,1260,11,2,Bangalore,29000000,9,1,23015.87302
Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,1800,4,3,Bangalore,18700000,5,1,10388.88889
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1799,3,3,Bangalore,9000000,3,1,5002.779322
Super built-up  Area,Ready To Move,Whitefield,4 Bedroom,4348.5,2,2,Bangalore,30400000,4,1,6990.916408
Built-up  Area,Ready To Move,Attibele,1 BHK,400,1,1,Bangalore,1100000,1,1,2750
Built-up  Area,18-03-2024 00:00,Kundalahalli,2 BHK,1047,2,1,Bangalore,8200000,2,0,7831.900669
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,1282,2,2,Bangalore,8700000,2,1,6786.271451
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,1020,2,1,Bangalore,4590000,2,1,4500
Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,1080,3,1,Bangalore,15500000,4,1,14351.85185
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1495,2,1,Bangalore,7950000,2,1,5317.725753
Built-up  Area,Ready To Move,Kasavanhalli,4 Bedroom,3260,4,1,Bangalore,24000000,4,1,7361.96319
Super built-up  Area,17-10-2024 00:00,Divya Unnathi Layout,3 BHK,1611,2,2,Bangalore,6444000,3,0,4000
Super built-up  Area,Ready To Move,Koramangala,4 BHK,3500,5,2,Bangalore,42500000,4,1,12142.85714
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3 Bedroom,1500,2,2,Bangalore,9500000,3,1,6333.333333
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,1500,2,2,Bangalore,9500000,3,1,6333.333333
Plot  Area,Ready To Move,Yelahanka,4 Bedroom,3206,5,2,Bangalore,27000000,4,1,8421.709295
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1540,3,0,Bangalore,5000000,3,1,3246.753247
Super built-up  Area,18-05-2024 00:00,Hosa Road,3 BHK,1639,3,1,Bangalore,8000000,3,0,4881.025015
Plot  Area,Ready To Move,Marathahalli,4 Bedroom,700,4,2,Bangalore,7200000,4,1,10285.71429
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1303,2,2,Bangalore,5579000,2,1,4281.657713
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1005,1,1,Bangalore,11000000,2,1,10945.27363
Super built-up  Area,Ready To Move,Kammasandra,1 BHK,657.5,1,0,Bangalore,1841000,1,1,2800
Super built-up  Area,18-10-2024 00:00,Chandapura,3 BHK,1305,3,1,Bangalore,3328000,3,0,2550.191571
Plot  Area,Ready To Move,Kothannur,3 Bedroom,600,4,0,Bangalore,9500000,3,1,15833.33333
Super built-up  Area,Ready To Move,sapthagiri Layout,2 BHK,1300,1,1,Bangalore,11500000,2,1,8846.153846
Super built-up  Area,Ready To Move,Brookefield,3 BHK,1440,2,3,Bangalore,6800000,3,1,4722.222222
Super built-up  Area,18-12-2024 00:00,Seegehalli,2 BHK,901,2,1,Bangalore,3514000,2,0,3900.110988
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1725,3,3,Bangalore,20000000,3,1,11594.2029
Built-up  Area,Ready To Move,Sarjapur,3 BHK,900,2,1,Bangalore,4200000,3,1,4666.666667
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,1060,2,1,Bangalore,5500000,2,1,5188.679245
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,1020,2,1,Bangalore,4845000,2,1,4750
Super built-up  Area,20-12-2024 00:00,Varthur,3 BHK,1535,3,2,Bangalore,6599000,3,0,4299.022801
Built-up  Area,Ready To Move,Alur,1 BHK,530,1,1,Bangalore,2000000,1,1,3773.584906
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1464,3,2,Bangalore,5600000,3,1,3825.136612
Super built-up  Area,Ready To Move,Devarabisanahalli,2 BHK,1350,2,3,Bangalore,8000000,2,1,5925.925926
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1115,2,2,Bangalore,5000000,2,1,4484.304933
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1175,2,2,Bangalore,4700000,2,1,4000
Built-up  Area,Ready To Move,Whitefield,2 BHK,1113,2,1,Bangalore,6200000,2,1,5570.530099
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,1200,4,2,Bangalore,22500000,6,1,18750
Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,1640,4,3,Bangalore,24000000,5,1,14634.14634
Built-up  Area,Ready To Move,Giri Nagar,2 BHK,650,2,0,Bangalore,4200000,2,1,6461.538462
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1325,2,2,Bangalore,7155000,2,1,5400
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,950,2,3,Bangalore,3100000,2,1,3263.157895
Super built-up  Area,18-04-2024 00:00,Jakkur,3 BHK,1396,2,1,Bangalore,8651000,3,0,6196.991404
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1050,2,2,Bangalore,5207000,2,1,4959.047619
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1825,3,2,Bangalore,10000000,3,1,5479.452055
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1190,2,1,Bangalore,4998000,2,1,4200
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1220,2,1,Bangalore,5650000,2,1,4631.147541
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,1565,2,2,Bangalore,7500000,3,1,4792.332268
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1891,3,1,Bangalore,10900000,3,1,5764.145955
Built-up  Area,Ready To Move,Sidedahalli,2 BHK,900,2,0,Bangalore,2700000,2,1,3000
Super built-up  Area,18-07-2024 00:00,Hosa Road,2 BHK,1161,2,1,Bangalore,5515000,2,0,4750.215332
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,649.5,1,0,Bangalore,1753500,1,1,2699.769053
Plot  Area,Ready To Move,Dwarka Nagar,8 Bedroom,2400,6,3,Bangalore,12500000,8,1,5208.333333
Plot  Area,Ready To Move,Rajaji Nagar,4 Bedroom,315,4,2,Bangalore,9000000,4,1,28571.42857
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,665,1,1,Bangalore,3685000,1,1,5541.353383
Super built-up  Area,19-01-2024 00:00,Mysore Road,2 BHK,1175,2,1,Bangalore,7350000,2,0,6255.319149
Built-up  Area,Ready To Move,Hoodi,2 BHK,1425,2,2,Bangalore,8000000,2,1,5614.035088
Plot  Area,Ready To Move,Chikkabanavar,1 Bedroom,1200,1,0,Bangalore,2000000,1,1,1666.666667
Plot  Area,18-08-2024 00:00,ITPL,3 Bedroom,1200,3,1,Bangalore,5612000,3,0,4676.666667
Built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1255,2,2,Bangalore,6700000,2,1,5338.645418
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2112.95,4,2,Bangalore,14500000,3,1,6862.443503
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,600,1,1,Bangalore,2200000,1,1,3666.666667
Super built-up  Area,18-07-2024 00:00,Haralur Road,3 BHK,1810,3,2,Bangalore,10000000,3,0,5524.861878
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1200,2,2,Bangalore,9300000,2,1,7750
Super built-up  Area,Ready To Move,Harlur,2 BHK,1033,2,2,Bangalore,4900000,2,1,4743.465634
Super built-up  Area,Ready To Move,ITPL,3 BHK,1548,3,2,Bangalore,8950000,3,1,5781.653747
Super built-up  Area,18-05-2024 00:00,Horamavu Banaswadi,3 BHK,1611,3,3,Bangalore,6600000,3,0,4096.834264
Built-up  Area,18-07-2024 00:00,Electronic City Phase II,3 BHK,1400,2,1,Bangalore,4043000,3,0,2887.857143
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1485,2,2,Bangalore,6700000,3,1,4511.784512
Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,2400,2,1,Bangalore,8200000,2,1,3416.666667
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,1025,2,1,Bangalore,4450000,2,1,4341.463415
Plot  Area,Ready To Move,Thurahalli,4 Bedroom,600,3,2,Bangalore,6500000,4,1,10833.33333
Super built-up  Area,Ready To Move,Hallehalli,2 BHK,1225,2,2,Bangalore,5300000,2,1,4326.530612
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1256,2,1,Bangalore,6280000,2,1,5000
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2268,3,2,Bangalore,16300000,4,1,7186.948854
Super built-up  Area,21-12-2024 00:00,Kanakpura Road,3 BHK,1100,3,2,Bangalore,5300000,3,0,4818.181818
Super built-up  Area,Ready To Move,Vadarpalya,2 BHK,1141,2,0,Bangalore,6200000,2,1,5433.829974
Built-up  Area,Ready To Move,Attibele,1 BHK,400,1,1,Bangalore,1200000,1,1,3000
Plot  Area,Ready To Move,Chandapura,2 Bedroom,1400,2,0,Bangalore,6000000,2,1,4285.714286
Super built-up  Area,Ready To Move,Kattigenahalli,7 BHK,4100,7,2,Bangalore,14000000,7,1,3414.634146
Plot  Area,18-03-2024 00:00,Marathi Layout,1 Bedroom,,1,0,Bangalore,11000000,1,0,
Carpet  Area,Ready To Move,Weavers Colony,1 BHK,15,1,0,Bangalore,3000000,1,1,200000
Super built-up  Area,Ready To Move,Raghavendra Nagar,2 BHK,1175,2,2,Bangalore,4827000,2,1,4108.085106
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1100,2,1,Bangalore,5600000,2,1,5090.909091
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3,2,Bangalore,9584000,3,1,5200.217037
Plot  Area,Ready To Move,1st Phase JP Nagar,8 Bedroom,1200,7,2,Bangalore,24000000,8,1,20000
Super built-up  Area,19-12-2024 00:00,Horamavu Banaswadi,2 BHK,1460,2,1,Bangalore,8050000,2,0,5513.69863
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,1530,2,2,Bangalore,7450000,3,1,4869.281046
Built-up  Area,Ready To Move,HSR Layout,2 BHK,1467,2,1,Bangalore,5500000,2,1,3749.147921
Super built-up  Area,Ready To Move,KR Layout,1 BHK,950,1,1,Bangalore,4000000,1,1,4210.526316
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246,2,1,Bangalore,6450000,2,1,5176.565008
Super built-up  Area,19-12-2024 00:00,Kanakapura,1 BHK,711,1,1,Bangalore,3800000,1,0,5344.585091
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194,2,2,Bangalore,4600000,2,1,3852.596315
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,1358,2,1,Bangalore,4340000,3,1,3195.876289
Carpet  Area,Ready To Move,Nagasandra,6 Bedroom,1500,5,1,Bangalore,13000000,6,1,8666.666667
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1420,2,2,Bangalore,7500000,2,1,5281.690141
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1250,2,1,Bangalore,6875000,3,1,5500
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1280,2,2,Bangalore,5800000,2,1,4531.25
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,1209,2,1,Bangalore,5000000,2,1,4135.649297
Built-up  Area,Ready To Move,Kempapura,5 Bedroom,4200,5,2,Bangalore,22500000,5,1,5357.142857
Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,1215,4,3,Bangalore,20500000,4,1,16872.42798
Super built-up  Area,Ready To Move,Panathur,3 BHK,1315,2,1,Bangalore,5480000,3,1,4167.30038
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3 BHK,1800,3,3,Bangalore,9000000,3,1,5000
Built-up  Area,Ready To Move,Hessarghatta,5 Bedroom,1600,4,0,Bangalore,12500000,5,1,7812.5
Super built-up  Area,Ready To Move,TC Palaya,3 BHK,1600,2,2,Bangalore,6500000,3,1,4062.5
Plot  Area,Ready To Move,Binnamangala,6 Bedroom,3968,5,2,Bangalore,90000000,6,1,22681.45161
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,1563,3,2,Bangalore,5200000,3,1,3326.935381
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1560,2,2,Bangalore,7200000,3,1,4615.384615
Super built-up  Area,Ready To Move,Brookefield,3 BHK,2169,4,2,Bangalore,11500000,3,1,5301.98248
Plot  Area,Ready To Move,Lakshmi Layout,9 Bedroom,900,10,2,Bangalore,17000000,9,1,18888.88889
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1050,2,2,Bangalore,5550000,2,1,5285.714286
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,3235,3,1,Bangalore,23500000,3,1,7264.296754
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200,3,0,Bangalore,6600000,3,1,5500
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1140,2,2,Bangalore,4600000,2,1,4035.087719
Plot  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,1500,3,1,Bangalore,17000000,3,1,11333.33333
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,1560,3,2,Bangalore,7500000,3,1,4807.692308
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1100,2,2,Bangalore,7000000,2,1,6363.636364
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1260,2,3,Bangalore,4032000,3,1,3200
Super built-up  Area,18-03-2024 00:00,Hebbal,2 BHK,1036,2,1,Bangalore,5000000,2,0,4826.254826
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1662,3,3,Bangalore,8510000,3,1,5120.336943
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1464,2,3,Bangalore,10500000,3,1,7172.131148
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1234,2,2,Bangalore,8000000,2,1,6482.982172
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1403,3,1,Bangalore,5500000,3,1,3920.171062
Plot  Area,Ready To Move,Kadugondanahalli,4 Bedroom,915,4,1,Bangalore,5490000,4,1,6000
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,3000,8,3,Bangalore,45100000,6,1,15033.33333
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,1150,2,2,Bangalore,4290000,3,1,3730.434783
Built-up  Area,Ready To Move,Hebbal,4 BHK,3900,4,2,Bangalore,41000000,4,1,10512.82051
Built-up  Area,Ready To Move,Yeshwanthpur,5 Bedroom,850,4,2,Bangalore,9000000,5,1,10588.23529
Super built-up  Area,18-03-2024 00:00,Kanakapura,2 BHK,929,2,1,Bangalore,4600000,2,0,4951.560818
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,2400,8,3,Bangalore,45000000,6,1,18750
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1350,2,1,Bangalore,7500000,3,1,5555.555556
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1135,2,1,Bangalore,3973000,2,1,3500.440529
Built-up  Area,Ready To Move,Basava Nagar,2 BHK,1405,2,2,Bangalore,7000000,2,1,4982.206406
Plot  Area,18-09-2024 00:00,Whitefield,2 Bedroom,1200,2,1,Bangalore,4584000,2,0,3820
Super built-up  Area,18-04-2024 00:00,Haralur Road,4 BHK,2805,4,3,Bangalore,15400000,4,0,5490.196078
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1161,2,2,Bangalore,6408000,2,1,5519.379845
Super built-up  Area,18-12-2024 00:00,Kanakpura Road,2 BHK,1290,2,3,Bangalore,7400000,2,0,5736.434109
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2557,3,2,Bangalore,14100000,3,1,5514.27454
Built-up  Area,Ready To Move,2nd Block Hrbr Layout,3 BHK,1480,3,2,Bangalore,9000000,3,1,6081.081081
Plot  Area,Ready To Move,BTM 1st Stage,9 Bedroom,3300,14,2,Bangalore,50000000,9,1,15151.51515
Super built-up  Area,20-12-2024 00:00,Old Madras Road,3 BHK,1350,3,0,Bangalore,5454000,3,0,4040
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1580,2,2,Bangalore,6500000,3,1,4113.924051
Super built-up  Area,17-10-2024 00:00,Banashankari,3 BHK,1470,2,1,Bangalore,8864000,3,0,6029.931973
Super built-up  Area,18-06-2024 00:00,Ananth Nagar,1 BHK,500,1,1,Bangalore,1400000,1,0,2800
Super built-up  Area,18-09-2024 00:00,Sarjapur  Road,2 BHK,1346,2,1,Bangalore,6192000,2,0,4600.297177
Super built-up  Area,Ready To Move,Canara Bank Layout,3 BHK,1600,3,3,Bangalore,9000000,3,1,5625
Super built-up  Area,Ready To Move,Naganathapura,2 BHK,720,2,1,Bangalore,12000000,2,1,16666.66667
Plot  Area,19-03-2024 00:00,Narasapura,2 Bedroom,,2,2,Bangalore,2950000,2,0,
Plot  Area,Ready To Move,Manjunath Nagar,4 Bedroom,1200,4,0,Bangalore,13500000,4,1,11250
Super built-up  Area,Ready To Move,Basapura,2 BHK,1200,2,2,Bangalore,3500000,2,1,2916.666667
Built-up  Area,Ready To Move,Channasandra,3 BHK,1340,2,2,Bangalore,4833000,3,1,3606.716418
Plot  Area,Ready To Move,Devanahalli,4 Bedroom,6136,4,2,Bangalore,56000000,4,1,9126.466754
Super built-up  Area,Ready To Move,Jigani,2 BHK,918,2,2,Bangalore,4800000,2,1,5228.75817
Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,1500,3,2,Bangalore,11500000,3,1,7666.666667
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1315,2,2,Bangalore,8500000,2,1,6463.878327
Plot  Area,Ready To Move,Sector 1 HSR Layout,4 Bedroom,2400,5,2,Bangalore,77500000,4,1,32291.66667
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390,2,2,Bangalore,6255000,3,1,4500
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330,2,1,Bangalore,5600000,3,1,4210.526316
Built-up  Area,Ready To Move,Jalahalli,5 BHK,3100,4,2,Bangalore,26500000,5,1,8548.387097
Super built-up  Area,17-12-2024 00:00,Mango Garden Layout,3 BHK,1824,3,3,Bangalore,12500000,3,0,6853.070175
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1420,2,2,Bangalore,9600000,3,1,6760.56338
Plot  Area,Ready To Move,Kacharakanahalli,1 Bedroom,750,1,0,Bangalore,5625000,1,1,7500
Super built-up  Area,Ready To Move,Jalahalli East,3 BHK,1260,2,1,Bangalore,6000000,3,1,4761.904762
Super built-up  Area,19-09-2024 00:00,Hennur Road,3 BHK,1561,3,2,Bangalore,9500000,3,0,6085.842409
Plot  Area,Ready To Move,5th Phase JP Nagar,9 Bedroom,812,6,3,Bangalore,16500000,9,1,20320.19704
Super built-up  Area,Ready To Move,"Bidere Agarahara, Behind Safal market",2 BHK,1060,2,2,Bangalore,4200000,2,1,3962.264151
Plot  Area,Ready To Move,Hoodi,8 Bedroom,1120,8,3,Bangalore,14500000,8,1,12946.42857
Super built-up  Area,18-07-2024 00:00,Haralur Road,2 BHK,1225,2,1,Bangalore,6738000,2,0,5500.408163
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2144,3,2,Bangalore,13500000,3,1,6296.641791
Plot  Area,Ready To Move,Kengeri,7 Bedroom,1200,6,2,Bangalore,14000000,7,1,11666.66667
Super built-up  Area,Ready To Move,Electronic City,2 BHK,880,2,2,Bangalore,2900000,2,1,3295.454545
Super built-up  Area,21-12-2024 00:00,Hoodi,3 BHK,1639,3,2,Bangalore,11000000,3,0,6711.409396
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1240,2,1,Bangalore,6200000,3,1,5000
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1500,2,2,Bangalore,6900000,2,1,4600
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2,1,Bangalore,4600000,2,1,3700.724055
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1575,3,2,Bangalore,7800000,3,1,4952.380952
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027,2,2,Bangalore,4400000,2,1,4284.323272
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082,2,1,Bangalore,5600000,3,1,5175.600739
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,1637,3,3,Bangalore,7300000,3,1,4459.376909
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665,3,2,Bangalore,8658000,3,1,5200
Super built-up  Area,18-12-2024 00:00,Electronic City,2 BHK,1265,2,0,Bangalore,5693000,2,0,4500.395257
Super built-up  Area,21-12-2024 00:00,Electronic City,3 BHK,1691,2,2,Bangalore,10200000,3,0,6031.933767
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1100,2,1,Bangalore,3800000,2,1,3454.545455
